Unnamed: 0,Name,JapaneseName,Station,FirstCategory,SecondCategory,AVG_DinnerPrice_USD$,AVG_LunchPrice_USD,TotalRating,DinnerRating,LunchRating,ReviewNum,Lat,Long,Cost_Rating_Dinner,Cost_Rating_Lunch
628,Gionhatanaka  ,祇園畑中,Gion Shijo,Ryokan,Kyoto Cuisine,117.0,52.0,3.65,3.65,3.54,22,35.0023273381457,135.778853676405,32.054794520547944,14.689265536723164
634,Yukinoshita  ,雪ノ下 京都本店,Nijojo Mae,Pancake,Shaved ice (snow cone),14.0,14.0,3.58,3.13,3.58,131,35.0084717971417,135.753701315737,4.472843450479234,3.910614525139665
639,Ristorante t.v.b  ,リストランテ ティ ヴォリオ ベーネ,Gion Shijo,Italian,Wine bar,165.0,52.0,3.67,3.64,3.62,121,35.0024586542841,135.775492838365,45.32967032967033,14.3646408839779
643,Ebisu  ,恵比朱,Kyoto,Ramen,Chinese,,,3.51,3.48,3.17,125,34.9879265422866,135.760671004052,,
645,matono  ,まとの,Gion Shijo,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),117.0,42.0,3.72,3.63,3.72,69,35.001565480173305,135.779138965567,32.231404958677686,11.29032258064516
646,Shiunsen  ,紫雲仙,Kyoto Shiyakusho Mae,Soba,Kappo (Traditional Japanese),33.0,14.0,3.53,3.28,3.52,40,35.0101610034653,135.766315468137,10.060975609756099,3.977272727272727
648,Kidoriya  ,季鶏屋,Kyoto,Izakaya (Tavern),Yakitori (Grilled chicken),24.0,,3.0,3.06,3.0,12,34.988058244401,135.759262904836,7.8431372549019605,
649,Kumamotosougouinshokutemmao  ,隈本総合飲食店 MAO,Karasuma,Bar,Cafe,33.0,,3.25,3.06,3.46,35,35.0053475358147,135.76095613485,10.784313725490195,
650,shijoupakuchi-  ,四条パクチー,Shijo,Thailand cooking,Izakaya (Tavern),24.0,,3.34,3.21,3.3,52,35.0038231679774,135.756007449356,7.4766355140186915,
652,Kyoutotsuyushabuchiriri  ,京都つゆしゃぶCHIRIRI 本店,Marutamachi,Shabu Shabu (Japanese Steamboat),Sukiyaki,65.0,24.0,3.51,3.36,3.51,25,35.018079837860604,135.757863280496,19.345238095238095,6.837606837606838
658,nihonryourisakuragawa  ,日本料理 櫻川,Kyoto Shiyakusho Mae,Kaiseki (Traditional Japanese),Kappo (Traditional Japanese),235.0,85.0,3.89,3.71,3.97,61,35.0121764197554,135.770683901434,63.342318059299195,21.41057934508816
659,Sushikawano  ,鮨 かわの,Kitaoji,Sushi,Seafood,235.0,85.0,3.59,3.58,3.59,16,35.0442106378469,135.766850980753,65.64245810055866,23.676880222841227
660,Mameyagenzou  ,豆屋源蔵,Kyoto Shiyakusho Mae,Kyoto Cuisine,Tofu,65.0,33.0,3.38,3.37,3.08,21,35.0122103048116,135.770671956423,19.287833827893174,10.714285714285714
661,chuukasobatakayasu  ,中華そば 高安,Ichijoji,Ramen,Boneless deep-fried chicken,,,3.59,3.58,3.59,713,35.0450520454606,135.785180350519,,
663,cafe Cento Cento  ,カフェ チェントチェント 京都駅店,Kyoto,Cafe,Pasta,24.0,14.0,3.0,3.08,3.0,84,34.9859890277939,135.75963574692,7.792207792207792,4.666666666666667
665,Teuchisobaminagawa  ,手打ち蕎麦みながわ 京・御池,Karasuma Oike,Soba,Izakaya (Tavern),14.0,14.0,3.17,3.03,3.17,9,35.011098784046105,135.756315699884,4.62046204620462,4.416403785488959
666,Kerara  ,ケララ,Kyoto Shiyakusho Mae,India cuisine,Indian curry,24.0,14.0,3.22,3.08,3.38,56,35.009862745087396,135.768780277167,7.792207792207792,4.1420118343195265
667,Maribu  ,marib,Shijo,Dining bar,Bar,,,3.07,3.03,3.07,32,35.0026700483595,135.761181517186,,
670,Shunsaitempuraarima  ,旬菜 天ぷら 有馬,Shijo,Fried Foods (other),Kappo (Traditional Japanese),42.0,14.0,3.25,3.08,3.41,22,35.0002149211369,135.75805652094,13.636363636363637,4.105571847507331
671,Kitanoguriru  ,北野グリル イオンモールKYOTO店,Kyoto,Hamburger Steak,Croquette,14.0,14.0,3.09,3.04,3.09,17,34.983286733945,135.754890432103,4.605263157894737,4.53074433656958
675,Kaiuntei  ,海雲亭 洛西店,Katsura,Yakiniku (BBQ Beef),Korean cuisine,33.0,,3.19,3.09,3.31,11,34.9772466378647,135.689055880132,10.679611650485437,
682,Roko  ,露瑚,Kyoto Shiyakusho Mae,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),52.0,14.0,3.26,3.18,3.18,21,35.0121633023603,135.771073951954,16.352201257861633,4.40251572327044
683,kafeandopanke-kiguramu  ,カフェ&パンケーキ gram 京都錦店,Karasuma,Cafe,Pancake,14.0,14.0,3.03,3.02,3.03,13,35.0051575778876,135.762201595716,4.635761589403973,4.62046204620462
684,Kyouryouritakeshimaichigo  ,京料理 竹島 ICHIGO,Kyoto Shiyakusho Mae,Kyoto Cuisine,Kaiseki (Traditional Japanese),65.0,24.0,3.07,3.05,3.08,10,35.011814792603396,135.77073169189302,21.311475409836067,7.792207792207792
685,Kiyomizujunsei  ,清水 順正 おかべ家,Kiyomizu Gojo,Tofu,Yuba,24.0,24.0,3.31,3.17,3.31,82,34.9956936434902,135.78115767937402,7.570977917981073,7.2507552870090635
686,Kokekokko  ,こけこっこ,Kyoto,Izakaya (Tavern),Steak,42.0,14.0,3.05,3.0,3.08,70,34.9858528926153,135.757424270184,14.0,4.545454545454545
688,Daniel's  ,ダニエルズ,Karasuma,Italian,Pasta,33.0,14.0,3.26,3.07,3.5,108,35.0049276065708,135.762435475769,10.749185667752444,4.0
689,Kyounojidoriyaaki  ,京のじどり屋 晃,Kawaramachi,Izakaya (Tavern),Yakitori (Grilled chicken),33.0,,3.06,3.05,3.05,8,35.0053183648418,135.76652818631,10.819672131147541,
690,Rozurumu  ,ローズルーム,Nijojo Mae,French,Western Cuisine,85.0,24.0,3.17,3.12,3.1,23,35.0126699444786,135.752857581408,27.24358974358974,7.741935483870967
691,ottimo  ,オッティモ,Marutamachi,Italian,Pasta,42.0,14.0,3.48,3.08,3.53,22,35.01341746717819,135.758734558909,13.636363636363637,3.96600566572238
692,Kunseimaketto  ,燻製マーケット,Higashino,Cafe,Western Food (Other),24.0,,3.33,3.06,3.33,12,34.9787377721628,135.818278154979,7.8431372549019605,
693,Miyakohanten  ,都飯店,Kuzuha,Chinese,Ramen,14.0,,3.2,3.11,3.28,62,34.85302186762,135.696394898894,4.501607717041801,
696,Ishiyakinamapasutakuranosuke  ,石焼生パスタ 蔵之助,Katsura,Pasta,Italian,14.0,14.0,3.08,3.06,3.09,35,34.9742813567525,135.69405478801,4.57516339869281,4.53074433656958
697,Buruvaru  ,ブールヴァール,Kyoto,Buffet style,Teppanyaki,42.0,24.0,3.08,3.09,3.06,39,34.987382119482305,135.757851331821,13.592233009708739,7.8431372549019605
698,ORENO PAN okumura  ,オレノ パン オクムラ 祇園店,Gion Shijo,Bread,Cafe,14.0,,3.56,3.32,3.56,68,35.004104819643004,135.772776043758,4.216867469879518,
699,Osuteriakochinerra  ,オステリア・コチネッラ,Shijo,Italian,Wine bar,65.0,14.0,3.53,3.52,3.16,19,35.0011874626133,135.76309670416902,18.46590909090909,4.430379746835443
700,Sumibiyakinikugyuugyuutei  ,牛々亭,Sai,Yakiniku (BBQ Beef),Horumon (BBQ Offel),42.0,14.0,3.03,3.03,3.0,21,34.996404672419,135.733098582388,13.861386138613863,4.666666666666667
702,karubidontosundoufusemmontenkandon  ,カルビ丼とスン豆腐専門店 韓丼 新堀川本店,Fushimi,Korean cuisine,Ramen,,,3.33,3.29,3.2,78,34.9460223376917,135.752099879579,,
706,yakinikushokudoukandon  ,焼肉食堂 韓丼 京都八幡店,Matsuiyamate,Yakiniku (BBQ Beef),Korean cuisine,14.0,,3.07,3.06,3.07,10,34.8563873059014,135.710289145583,4.57516339869281,
708,Harise  ,はり清,Kiyomizu Gojo,Kaiseki (Traditional Japanese),Kyoto Cuisine,117.0,52.0,3.6,3.59,3.58,31,34.994708569611696,135.770896076954,32.590529247910865,14.525139664804469
712,Norumandhi  ,ノルマンディー 河原町店 ,Kyoto Shiyakusho Mae,French,Mediterranean,65.0,24.0,3.55,3.54,3.29,38,35.010417142400605,135.769476860457,18.361581920903955,7.2948328267477205
715,Kaosusupaisudaina  ,カオス スパイス ダイナー,Kyoto Shiyakusho Mae,Curry (other),Dining bar,14.0,14.0,3.35,3.06,3.35,36,35.007849877303,135.767204389609,4.57516339869281,4.17910447761194
716,Erushimmachi  ,エール新町,Shijo,French,Italian,52.0,24.0,3.44,3.4,3.09,15,35.0015781443615,135.756810819334,15.294117647058824,7.766990291262136
717,Ginzaraion  ,銀座ライオン 京都アバンティ店,Kyoto,Beer,beer restaurant,33.0,,3.08,3.07,3.09,30,34.983592074198796,135.76033691016002,10.749185667752444,
718,kyouyakinikukikyou  ,京焼肉 ききょう,Karasuma Oike,Yakiniku (BBQ Beef),Izakaya (Tavern),52.0,,3.24,3.2,3.11,33,35.0088335157469,135.75888975707198,16.25,
719,Robatasushihotaru  ,炉端・鮨　蛍,Karasuma Oike,Robatayaki,Seafood,42.0,,3.38,3.29,3.22,40,35.0086715534028,135.758973836508,12.76595744680851,
720,nikubaruginjirou  ,肉バル銀次郎 京都駅前東店,Kyoto,Bar,Italian,33.0,,3.44,3.31,3.29,32,34.9891442695895,135.760994099947,9.969788519637461,
722,Arashiyamamitate  ,嵐山MITATE,Arashiyama,French,Kyoto Cuisine,117.0,52.0,3.66,3.61,3.6,30,35.0151700502421,135.678805560756,32.40997229916898,14.444444444444445
725,Kyoutomamehachi  ,京都豆八,Gion Shijo,Kyoto Cuisine,Tofu,42.0,14.0,3.08,3.06,3.11,22,35.005103571497806,135.771046696951,13.72549019607843,4.501607717041801
726,Garejisankyukafe  ,ガレージ サンキューカフェ,Uzumasa Tenjingawa,Cafe,Izakaya (other),24.0,24.0,3.03,3.03,3.0,7,35.0138716760388,135.716223346325,7.920792079207922,8.0
731,Ranka  ,Lanka,Kawaramachi,Bistro,French,65.0,24.0,3.58,3.58,3.58,48,35.0041686153007,135.767829229431,18.156424581005588,6.70391061452514
733,Ramenhikosaku  ,らーめん　彦さく,Imadegawa,Ramen,Dumplings,,,3.51,3.4,3.45,62,35.029680540364105,135.748011367353,,
734,Shunsaisousakubifferoan  ,露菴 京都八幡店,Yawatashi,Buffet style,Shabu Shabu (Japanese Steamboat),24.0,14.0,3.0,3.05,3.0,21,34.8613317379472,135.717111978941,7.868852459016394,4.666666666666667
736,Tankumakitamise  ,たん熊北店 本店,Kawaramachi,Kyoto Cuisine,Kaiseki (Traditional Japanese),235.0,65.0,3.59,3.52,3.62,74,35.0052360395964,135.770031497391,66.76136363636364,17.955801104972377
738,Tempurakawatatsu  ,天ぷら 川辰,Katsuragawa,Tempura,Kaiseki (Traditional Japanese),52.0,33.0,3.56,3.32,3.61,40,34.9649628122864,135.720321924459,15.66265060240964,9.141274238227147
740,Ryuumon  ,龍門 百万遍店,Mototanaka,Sichuan Cuisine,Dim sum,24.0,,3.08,3.08,3.08,26,35.0284157584058,135.784554779548,7.792207792207792,
745,Arashiyamakohakudou  ,嵐山 琥珀堂,Arashiyama,French,Cafe,24.0,14.0,3.07,3.01,3.08,27,35.0179455368515,135.676372408388,7.9734219269103,4.545454545454545
748,Shusaishokubouichi  ,酒菜食房いち,Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),52.0,14.0,3.22,3.14,3.18,50,35.0043758971916,135.756611818158,16.560509554140125,4.40251572327044
749,supeimbarurapaera  ,スペインバル ラパエラ,Matsugasaki,Spain,Bar,33.0,14.0,3.28,3.18,3.23,10,35.0514792809741,135.77759012940902,10.377358490566037,4.3343653250774
753,Kyoutogionkawamuraryourihei  ,京都祇園 川村 料理平 祇園北側店,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),52.0,24.0,3.0,3.0,3.06,3,35.005227531672205,135.775886844825,17.333333333333332,7.8431372549019605
755,Giommikaku  ,祇園みかく,Gion Shijo,Steak,Sukiyaki,165.0,165.0,3.1,3.1,3.01,21,35.0051385440526,135.772653102439,53.225806451612904,54.81727574750831
756,Enyanishiki  ,円屋 錦,Karasuma,Izakaya (Tavern),Oden,33.0,,3.12,3.06,3.22,37,35.005518623994,135.76282280641,10.784313725490195,
758,Menshoutakamatsu  ,麺匠 たか松 四条店,Karasuma,Ramen,Tsukemen,,,3.07,3.06,3.07,34,35.0034213566254,135.761166483843,,
765,Nishikiichiha  ,錦一葉,Kawaramachi,Café / coffee shop (and others),Sweets,14.0,14.0,3.46,3.08,3.43,44,35.004997661726605,135.766022119118,4.545454545454545,4.081632653061225
767,Haiborubakyoutoichikyunisan  ,ハイボールバー　京都1923,Gion Shijo,Izakaya (other),Bar,24.0,14.0,3.32,3.32,3.07,38,35.0036689978727,135.77076928603998,7.228915662650603,4.5602605863192185
768,Washokumai  ,和食 舞,Kyoto,Tempura,Sushi,33.0,14.0,3.0,3.0,3.0,9,34.983868728672,135.761332925814,11.0,4.666666666666667
770,nikubaruandohorumonnabetaigu  ,肉バル＆ホルモン鍋TAIGU,Kyoto Shiyakusho Mae,Bar,Motsu Nabe (Offel Hot Pot),33.0,14.0,3.04,3.03,3.03,2,35.0116789722693,135.770644205412,10.891089108910892,4.62046204620462
773,Chikurin  ,竹林 本店,Uji,Kyoto Cuisine,Kaiseki (Traditional Japanese),85.0,33.0,3.04,3.04,3.01,5,34.8854298668158,135.796201506731,27.960526315789473,10.963455149501662
774,Satsumayakinikukurozakurakurozakura  ,薩摩焼肉　黒桜,Uji,Yakiniku (BBQ Beef),Horumon (BBQ Offel),42.0,14.0,3.42,3.42,3.06,13,34.8829227139108,135.800720135782,12.280701754385966,4.57516339869281
776,Hairaitoshiyokudou  ,ハイライト食堂 御池店,Yamanouchi,table d'hôte,Western Cuisine,,,3.08,3.05,3.08,41,35.010798916133,135.72305034066602,,
777,Kikusui  ,菊水,Gion Shijo,Western Cuisine,French,33.0,14.0,3.18,3.07,3.33,82,35.0039806574997,135.772274702222,10.749185667752444,4.2042042042042045
778,Kimukatsu  ,キムカツ 京都烏丸店,Shijo,Tonkatsu (Pork cutlet),Sandwich,14.0,14.0,3.08,3.07,3.08,86,35.0031524608191,135.759123888083,4.5602605863192185,4.545454545454545
781,Sumibiyakitorikajian  ,炭火やきとり　かじ庵,Nagaokakyo,Yakitori (Grilled chicken),Shochu (Japanese spirits),24.0,,3.03,3.0,3.04,8,34.9226045379028,135.699804179572,8.0,
784,Isobe  ,いそべ 本店,Higashiyama,Kaiseki (Traditional Japanese),Kyoto Cuisine,65.0,33.0,3.06,3.06,3.0,12,35.0029763063521,135.782180189157,21.241830065359476,11.0
785,Sukairaunjikuu  ,スカイラウンジ「空」KUU,Kyoto,Bar,Lounge,24.0,,3.09,3.09,3.03,56,34.9875874625536,135.75932764335698,7.766990291262136,
786,Kaiuntei  ,海雲亭 槙島店,Ogura,Yakiniku (BBQ Beef),Korean cuisine,33.0,14.0,3.05,3.03,3.06,19,34.905817471831696,135.783932142574,10.891089108910892,4.57516339869281
787,Honkedaiichiasahi  ,本家 第一旭 たかばし本店,Kyoto,Ramen,Dumplings,,,3.6,3.59,3.6,1319,34.9866951135566,135.762508253626,,
789,Hisago  ,ひさご,Gion Shijo,Oyako-don (Chicken Bowl),Soba,,,3.54,3.34,3.53,180,35.0006025215866,135.778793760794,,
794,Ajinomeimon  ,味の名門 総本家,Tambaguchi,Ramen,Dumplings,,,3.19,3.13,3.09,55,34.9907884382837,135.73937276433998,,
795,Nagagutsutei  ,ながぐつ亭 本店,Jingu Marutamachi,Pasta,Pizza,33.0,24.0,3.0,3.08,3.0,21,35.0152739592173,135.776008038876,10.714285714285714,8.0
799,Gionyuyama  ,祇園ゆやま,Sanjo Keihan,Kaiseki (Traditional Japanese),Kappo (Traditional Japanese),85.0,52.0,3.51,3.51,3.52,23,35.00565611082239,135.776681481321,24.216524216524217,14.772727272727273
802,Susumevaikingubaikingu  ,すすめ！ヴァイキング 京都八幡店,Yawatashi,Buffet style,Yakiniku (BBQ Beef),24.0,14.0,3.03,3.0,3.04,21,34.8640014281627,135.722566386502,8.0,4.605263157894737
803,Jounanen  ,城南園,Takeda,Chinese,Bento (Lunch box),24.0,,3.15,3.05,3.15,25,34.947410408299305,135.74555869225202,7.868852459016394,
805,Shourenkanyoshinoya  ,昭恋館 よ志のや,  Kyotango,Ryokan,Crab,282.0,117.0,3.55,3.56,3.51,24,35.7353030921031,135.094283726773,79.21348314606742,33.333333333333336
806,pino  ,Trattoria Pino,Matsugasaki,Italian,Cafe,33.0,14.0,3.07,3.08,3.07,48,35.051766712528,135.775431684322,10.714285714285714,4.5602605863192185
809,Koudaijihashiba  ,高台寺羽柴,Gion Shijo,Kyoto Cuisine,Tempura,24.0,24.0,3.23,3.07,3.23,31,35.0006616989386,135.779767843839,7.817589576547232,7.430340557275541
810,Ryuunohige  ,龍のひげ,Kyoto Shiyakusho Mae,Kyoto Cuisine,French,52.0,33.0,3.7,3.74,3.54,70,35.0102810436345,135.769350210574,13.90374331550802,9.322033898305085
811,nikutowaimbaruwaraku  ,肉とワイン バルワラク,Kyoto,Bar,Spain,33.0,,3.52,3.51,3.3,26,34.989430054661,135.759981115362,9.401709401709402,
812,Kyoutogontaro  ,京都 権太呂 本店,Kawaramachi,Udon Suki,Soba,52.0,14.0,3.59,3.51,3.59,151,35.004389660549606,135.76541219776502,14.814814814814815,3.8997214484679668
814,Kirarazaka  ,きらら坂,Matsuiyamate,Izakaya (Tavern),Creative cuisine,33.0,14.0,3.08,3.0,3.12,8,34.830963986712,135.730349761198,11.0,4.487179487179487
815,Ryuumon  ,龍門 岡崎店,Higashiyama,Chinese,Sichuan Cuisine,24.0,,3.09,3.05,3.15,36,35.0140770189293,135.78481930665,7.868852459016394,
818,Giwommorikou  ,ぎをん森幸,Higashiyama,Cantonese Cuisine,Dim sum,42.0,14.0,3.5,3.37,3.4,37,35.0076426054926,135.778998975169,12.462908011869436,4.11764705882353
819,Sakaguratamanohikari  ,酒蔵玉乃光,Karasuma,Izakaya (Tavern),Mizutaki,24.0,,3.05,3.05,3.03,6,35.0027023136723,135.76384601663602,7.868852459016394,
821,Teppen  ,テッペン。,Momoyamagoryomae,Okonomiyaki,Chow Mein Noodle,14.0,,3.06,3.09,3.0,11,34.9351298049022,135.763036139502,4.53074433656958,
822,Nijou  ,二条,Nijojo Mae,Teppanyaki,Steak,85.0,33.0,3.06,3.05,3.06,16,35.0124527439117,135.75276732112602,27.868852459016395,10.784313725490195
823,Giwontokiwa  ,ぎをん 常盤,Sanjo Keihan,Soba,Udon,14.0,14.0,3.6,3.6,3.52,106,35.0057197060829,135.776163465858,3.888888888888889,3.977272727272727
825,Kaiuntei  ,海雲亭 小倉本店,Ogura,Korean cuisine,Yakiniku (BBQ Beef),33.0,14.0,3.06,3.06,3.05,22,34.894873056744,135.782205845398,10.784313725490195,4.59016393442623
829,Yukari  ,縁,Shijo,Chinese,Izakaya (Tavern),33.0,,3.32,3.28,3.19,8,35.0017146378705,135.756372080332,10.060975609756099,
832,menkiya  ,麺毅家 河原町店,Kawaramachi,Ramen,Chinese,14.0,,3.08,3.05,3.08,11,35.0062467292621,135.76799550883,4.59016393442623,
833,Kinkao  ,キンカーオ,Shichijo,Thailand cooking,Thai Curry,24.0,14.0,3.55,3.52,3.57,74,34.9894137825205,135.766565291517,6.818181818181818,3.9215686274509807
834,Ujisoukokoro  ,宇治創 こころ,Uji,Dining bar,Creative cuisine,33.0,14.0,3.07,3.0,3.08,25,34.8902875198403,135.802902393235,11.0,4.545454545454545
836,Chikyuuizakayashibuya  ,地球居酒屋 渋屋 椥辻本店,Nagitsuji,Izakaya (Tavern),Japanese food (other),24.0,,3.0,3.0,3.0,10,34.971088796966,135.814206900825,8.0,
837,Ginzaraion  ,銀座ライオン 京都四条烏丸店,Shijo,Dining bar,Beer,42.0,,3.03,3.03,3.03,21,35.0034618678704,135.758877783165,13.861386138613863,
838,ORTO  ,オルト,Karasuma Oike,Innovative cuisine,Fusion cuisine,85.0,42.0,4.06,3.97,3.85,53,35.007990796023805,135.75705300397,21.41057934508816,10.909090909090908
839,tsujiriheehonten  ,辻利兵衛本店,Uji,Parfait,Japan tea shoppe,14.0,14.0,3.54,3.07,3.54,116,34.8894730711688,135.7976731428,4.5602605863192185,3.9548022598870056
842,Toretatedaininguyagyuu  ,とれたてダイニング 柳生,Narayama,Kaiseki (Traditional Japanese),Izakaya (Tavern),33.0,14.0,3.27,3.08,3.45,17,34.715817800493,135.83199384343,10.714285714285714,4.057971014492753
843,Itoudainingu  ,伊藤ダイニング 京都,Gion Shijo,Teppanyaki,Steak,85.0,33.0,3.33,3.13,3.48,18,35.0054405366251,135.77429418951002,27.156549520766774,9.482758620689655
844,Saradanomisesancho  ,サラダの店サンチョ 伏見店,Fushimi Momoyama,Hamburger Steak,Western (Others),14.0,14.0,3.08,3.07,3.1,72,34.931575472782505,135.763604589272,4.5602605863192185,4.516129032258064
845,eruku  ,elk 京都河原町店,Kawaramachi,Pancake,Cafe,14.0,,3.53,3.09,3.52,62,35.0059392645602,135.768133567076,4.53074433656958,
846,Teinojikafe  ,丁の字 CAFE,Kyoto Shiyakusho Mae,Cafe,Coffee shoppe,14.0,,3.55,3.04,3.55,25,35.0130740908337,135.770072244235,4.605263157894737,
848,Maboroshinochuukasobakatouyashijounibojirou  ,幻の中華そば加藤屋 四条にぼ次朗,Shijo,Ramen,Chinese,,,3.51,3.26,3.37,131,35.003455455787694,135.757510674776,,
853,Shisen  ,四川,Kyoto,Sichuan Cuisine,Cantonese Cuisine,65.0,24.0,3.08,3.06,3.09,34,34.9837897543949,135.75596087559902,21.241830065359476,7.766990291262136
855,Yubasen  ,ゆば泉 宝ヶ池店,Kokusaikaikan,Tofu,Yuba,33.0,24.0,3.51,3.25,3.35,30,35.0642764468812,135.789118305015,10.153846153846153,7.164179104477612
858,Anju  ,庵珠,Arashiyama,Tofu,Yuba,33.0,33.0,3.0,3.0,3.0,40,35.0174942169272,135.677135870192,11.0,11.0
859,Genkiya  ,源輝家,Nagaokakyo,Izakaya (Tavern),Seafood,33.0,,3.23,3.15,3.31,24,34.9228941702762,135.69948753610902,10.476190476190476,
860,Gohanya  ,ごはんや,Karasuma Oike,Izakaya (Tavern),Dining bar,24.0,,3.05,3.04,3.05,11,35.0100657151769,135.758682146292,7.894736842105263,
861,Kyouwasabi  ,京わさび,Fukakusa,Pork Shabu Shabu,Kyoto Cuisine,24.0,14.0,3.08,3.08,3.03,5,34.9613731933477,135.767864807966,7.792207792207792,4.62046204620462
864,Shouentei  ,鐘園亭,Kiyomizu Gojo,Chinese,Ramen,14.0,,3.14,3.07,3.13,19,34.997287567898304,135.777048780564,4.5602605863192185,
867,Kafecherisshu  ,cafe Cherish,Marutamachi,Cafe,Sweets (and others),14.0,14.0,3.45,3.11,3.42,34,35.0134686623307,135.763859408711,4.501607717041801,4.093567251461988
869,Kamogawatakashi  ,鴨川たかし,Jingu Marutamachi,Yakiniku (BBQ Beef),Kaiseki (Traditional Japanese),52.0,24.0,3.59,3.58,3.61,58,35.0158783299847,135.769525646838,14.525139664804469,6.64819944598338
870,IZAMA  ,居様,Karasuma,Kyoto Cuisine,Creative cuisine,42.0,14.0,3.53,3.04,3.58,40,35.006591775432504,135.756848918666,13.81578947368421,3.910614525139665
871,Kaisekihyouki  ,懐石 瓢樹,Karasuma Oike,Kappo (Traditional Japanese),Kyoto Cuisine,117.0,42.0,3.47,3.3,3.38,39,35.007406364834104,135.755702212052,35.45454545454545,12.42603550295858
873,Kyounojiyasaiitariampacchokone  ,パッチョコーネ,Kyoto,Italian,Pasta,24.0,,3.03,3.04,3.0,7,34.9893769011115,135.75404549965,7.894736842105263,
874,Kabochanotane  ,かぼちゃのたね,Gion Shijo,Kappo (Traditional Japanese),Kyoto Cuisine,33.0,24.0,3.51,3.41,3.42,25,35.0039632057237,135.774928649282,9.67741935483871,7.017543859649123
877,THE BUFFET STYLE SARA  ,ザ・ブッフェスタイル サラ,Shijo,Buffet style,Creative cuisine,24.0,14.0,3.12,3.07,3.19,93,35.0031524608191,135.759123888083,7.817589576547232,4.38871473354232
878,Karafuneyakohiten  ,からふね屋珈琲店 三条本店,Kyoto Shiyakusho Mae,Traditional Café,Cafe,,,3.52,3.19,3.51,99,35.008415676634606,135.768817304364,,
879,Arashiyamataniguchi  ,嵐山 谷口,Arashiyama,Kaiseki (Traditional Japanese),Kyoto Cuisine,85.0,52.0,3.06,3.06,3.06,8,35.007197042578,135.680433014907,27.77777777777778,16.99346405228758
880,danieruzuaruba  ,Daniel’s ALBA,Karasuma Oike,Italian,Dining bar,33.0,14.0,3.08,3.05,3.1,26,35.010533115415896,135.762281063839,10.819672131147541,4.516129032258064
882,guridorufo-suitsuraku  ,GRIDDLE FORCE 逸楽,Karasuma,Teppanyaki,Steak,52.0,14.0,3.06,3.05,3.06,8,35.006301867766,135.760359751551,17.049180327868854,4.57516339869281
883,Tatsumiya  ,辰巳屋,Uji,Kyoto Cuisine,Hot Pot (other),85.0,33.0,3.07,3.02,3.08,20,34.8884761654939,135.809145225435,28.14569536423841,10.714285714285714
884,Okonomiyakitonchinkan  ,とんちんかん,Kyoto Shiyakusho Mae,Okonomiyaki,Monjya yaki,24.0,14.0,3.05,3.05,3.0,28,35.00769269260989,135.76839040945802,7.868852459016394,4.666666666666667
885,Kifuneugenta  ,貴船 右源太,Kurama,Kyoto Cuisine,Kaiseki (Traditional Japanese),117.0,65.0,3.54,3.51,3.47,55,35.1242945847518,135.763782368037,33.333333333333336,18.731988472622476
886,teuchiudonishokuyabongu  ,手打ちうどん 居食屋 凡愚,Nishi Maizuru,Izakaya (Tavern),Udon,14.0,14.0,3.07,3.07,3.06,14,35.446113952488105,135.328732848371,4.5602605863192185,4.57516339869281
889,Menshoutakamatsu  ,麺匠 たか松 本店,Karasuma,Tsukemen,Ramen,,,3.58,3.41,3.58,203,35.0062610473475,135.76084915722998,,
891,Waraku  ,和楽,Fukuchiyama,Izakaya (Tavern),Kaiseki (Traditional Japanese),24.0,,3.0,3.06,3.0,12,35.298916577386706,135.118340987517,7.8431372549019605,
892,YEBISU BAR  ,エビスバー 京都ヨドバシ店,Kyoto,Beer bar,Bar,33.0,,3.08,3.07,3.08,70,34.988132004643305,135.75921523511101,10.749185667752444,
894,Tenichi  ,天一 京都伊勢丹店,Kyoto,Tempura,Ten-don (Tempura Bowl),65.0,24.0,3.51,3.32,3.53,52,34.9858865044589,135.757672025839,19.57831325301205,6.798866855524079
895,Rakuzenkakinuma  ,楽膳柿沼,Jingu Marutamachi,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),85.0,24.0,3.1,3.09,3.08,9,35.017590186638195,135.777360379382,27.508090614886733,7.792207792207792
